,Unnamed: 0,gcn,med_id,gcn_seqno,pharmacy_network_id,pharmacy_network_name,in_consideration,in_consideration_reason,fills,margin,orders,revenue,users,gcn_gppd,hicl_desc,brand_med_name,strength,form,default_quantity,blink_hicl_rank,top_30ds_quantity,top_90ds_quantity,edlp_unit_price,bsd_unit_price,hd_unit_price,edlp_fixed_price,bsd_fixed_price,hd_fixed_price,bh01_mac_price,bh02_mac_price,bh03_mac_price,wmt_mac_price,hd_syr_mac_price,bh01_dispensing_fee,bh02_dispensing_fee,bh03_dispensing_fee,wmt_dispensing_fee,hd_syr_dispensing_fee,wmt_2018_11_28_qty1,wmt_2018_11_28_qty2,wmt_2018_11_28_price1,wmt_2018_11_28_price2,wmt_2018_11_28_flg,last_30ds_qty,last_90ds_qty,min_grx_30ds,min_grx_90ds,min_major_retail_grx_30ds,min_major_retail_grx_90ds,min_retail_grx_30ds,min_retail_grx_90ds,last_30ds_qty_scrape_date,ltd_30_day_scripts,ltd_90_day_scripts,ltd_30_day_scripts_pct,ltd_90_day_scripts_pct,r30_30_day_scripts,r30_90_day_scripts,r30_30_day_script_pct,r30_90_day_script_pct,output_unit_price,output_fixed_price,output_current_def_qty_price,output_new_def_qty_price,output_comment
36,36,47126,154750,22651,1,blink,True,,61,-938.7504,61,874.6296,55,47126.0,terazosin hcl,Hytrin,5 MG,CAPSULE,90.0,163.0,30.0,90.0,0.14093599999999998,0.097716,,1.815684,0.9255389999999999,,0.19119,0.1831,0.15897999999999998,0.39804,0.12957,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,8.45,16.35,11.76,31.29,11.76,31.29,2019-12-24,511.0,704.0,0.420576131687243,0.579423868312757,8.0,24.0,0.25,0.25,0.2470015,1.0,14.499923999999996,23.230135,NON-WMT Drug; Margin -VE; Raising to MAC Prices
37,37,47127,289479,22652,1,blink,True,,37,-464.97497999999996,37,555.64502,31,47127.0,terazosin hcl,Hytrin,10 MG,CAPSULE,90.0,163.0,30.0,90.0,0.17015999999999998,0.094789,,2.140463,1.208923,,0.23231999999999997,0.22261,0.19335,0.48499,0.15787,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,6.92,11.75,12.89,34.68,12.89,34.68,2019-12-24,180.0,372.0,0.326086956521739,0.673913043478261,6.0,17.0,0.260869565217391,0.260869565217391,0.300573,1.0,17.454862999999996,28.051569999999998,NON-WMT Drug; Margin -VE; Raising to MAC Prices
38,38,97005,545909,61205,1,blink,True,,3,-1561.00665,3,13902.19335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
39,39,56972,157658,34359,2,supersaver,True,,387,-1275.23532,387,14360.634680000001,225,56972.0,dextroamphetamine/amphetamine,Adderall,30 MG,TABLET,60.0,18.0,60.0,90.0,0.8274379999999999,0.546125,,4.291229,2.859756,,0.6109899999999999,0.5823,0.5043300000000001,1.2408700000000001,0.40393,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,90.0,31.84,43.15,33.11,45.19,31.84,43.15,2020-01-03,14463.0,222.0,0.9848825331971399,0.0151174668028601,277.0,4.0,0.9857651245551601,0.9857651245551601,0.6109899999999999,1.0,35.627255999999996,37.6594,NON-WMT Drug; Margin -VE; Raising to MAC Prices
40,40,26322,237361,6649,2,supersaver,False,Last Started Date : 2019-12-12,270,-3953.65879,270,2351.68121,207,26322.0,levothyroxine sodium,Synthroid,50 MCG,TABLET,90.0,29.0,30.0,90.0,0.4882,0.25183,0.37,1.876813,0.745,2.8,0.38268,0.36565,0.31711999999999996,0.10332999999999999,0.25636,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.82,4.0,9.82,4.0,9.82,2019-12-24,4133.0,2673.0,0.607258301498678,0.39274169850132207,99.0,84.0,0.540983606557377,0.540983606557377,0.25183,0.745,23.4097,23.4097,No Change
41,41,26322,257084,6649,2,supersaver,False,Last Started Date : 2019-12-12,35,-503.71002999999996,35,270.99997,27,26322.0,levothyroxine sodium,Synthroid,50 MCG,TABLET,90.0,29.0,30.0,90.0,0.4882,0.25183,0.37,1.876813,0.745,2.8,0.38268,0.36565,0.31711999999999996,0.10332999999999999,0.25636,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,9.82,4.0,9.82,4.0,9.82,2019-12-24,4133.0,2673.0,0.607258301498678,0.39274169850132207,99.0,84.0,0.540983606557377,0.540983606557377,0.25183,0.745,23.4097,23.4097,No Change
42,42,18010,234935,4679,2,supersaver,False,Last Started Date : 2019-12-07,141,-1756.57518,141,1134.66482,101,18010.0,baclofen,Lioresal,10 MG,TABLET,90.0,115.0,90.0,270.0,0.280073,0.14839000000000002,0.132778,2.970265,0.7029,2.85,0.13072,0.12405,0.10719000000000001,0.25958000000000003,0.0845,1.0,1.0,1.0,1.0,1.5,,,,,,90.0,270.0,10.0,29.0,25.47,42.48,25.47,42.48,2019-12-24,3528.0,369.0,0.905311778290993,0.0946882217090069,89.0,14.0,0.864077669902913,0.864077669902913,0.14839000000000002,0.7029,14.058000000000002,14.058000000000002,No Change
43,43,7221,206268,23139,1,blink,True,,2419,-815.1105,2419,24757.0295,1367,7221.0,tramadol hcl,Ultram,50 MG,TABLET,60.0,20.0,120.0,180.0,0.083847,,,2.081338,,,0.06676,0.05844,0.04825,0.0784,0.025519999999999998,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,11.53,13.1,32.9,44.85,32.9,44.85,2019-12-24,46808.0,792.0,0.983361344537815,0.0166386554621849,876.0,11.0,0.987598647125141,0.987598647125141,0.083847,2.081338,7.112158000000001,7.112158000000001,No Change
44,44,16515,223886,46046,2,supersaver,True,,95,-695.49196,95,800.00804,72,16515.0,amitriptyline hcl,Elavil,25 MG,TABLET,30.0,93.0,30.0,90.0,0.428637,0.102843,0.21,2.688193,0.664607,2.6,0.18784,0.17972,0.15598,0.10332999999999999,0.12671,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,2198.0,462.0,0.8263157894736841,0.17368421052631602,57.0,18.0,0.76,0.76,0.1,1.0,3.749897,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
45,45,32480,251749,364,1,blink,True,,17,-659.20032,17,230.87967999999998,12,32480.0,guanfacine hcl,Tenex,1 MG,TABLET,30.0,157.0,30.0,90.0,0.192768,0.088108,,2.355255,1.096754,,0.72539,0.69219,0.5998899999999999,1.48261,0.48262,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,11.78,22.84,10.52,10.02,2020-01-03,402.0,63.0,0.8645161290322579,0.13548387096774198,13.0,2.0,0.866666666666667,0.866666666666667,0.9281035,1.0,8.138295,28.843104999999998,NON-WMT Drug; Margin -VE; Raising to MAC Prices
46,46,32480,251749,364,2,supersaver,True,,10,-843.99318,10,124.62682,6,32480.0,guanfacine hcl,Tenex,1 MG,TABLET,30.0,157.0,30.0,90.0,0.192768,0.088108,,2.355255,1.096754,,0.72539,0.69219,0.5998899999999999,1.48261,0.48262,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,11.78,22.84,10.52,10.02,2020-01-03,402.0,63.0,0.8645161290322579,0.13548387096774198,13.0,2.0,0.866666666666667,0.866666666666667,0.72539,1.0,3.7399940000000003,22.761699999999998,NON-WMT Drug; Margin -VE; Raising to MAC Prices
47,47,32480,286502,364,1,blink,True,,10,-433.60748,10,156.56252,6,32480.0,guanfacine hcl,Tenex,1 MG,TABLET,30.0,157.0,30.0,90.0,0.192768,0.088108,,2.355255,1.096754,,0.72539,0.69219,0.5998899999999999,1.48261,0.48262,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,11.78,22.84,10.52,10.02,2020-01-03,402.0,63.0,0.8645161290322579,0.13548387096774198,13.0,2.0,0.866666666666667,0.866666666666667,0.9281035,1.0,8.138295,28.843104999999998,NON-WMT Drug; Margin -VE; Raising to MAC Prices
48,48,21817,467914,54009,2,supersaver,True,,14,-441.18768,14,202.46232,9,21817.0,mirtazapine,,7.5 MG,TABLET,30.0,78.0,30.0,90.0,2.470179,0.411062,1.193333,2.1535439999999997,0.368037,2.9,1.26385,1.2133,1.0548600000000001,2.66367,0.86708,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,13.17,24.08,27.49,64.63,27.49,64.63,2019-12-24,169.0,6.0,0.9657142857142859,0.0342857142857143,5.0,0.0,1.0,1.0,1.26385,1.0,12.699896999999998,38.915499999999994,NON-WMT Drug; Margin -VE; Raising to MAC Prices
49,49,781,258949,21414,1,blink,True,,1935,-1457.33412,1935,30748.355880000003,1220,781.0,gabapentin,Neurontin,300 MG,CAPSULE,90.0,5.0,90.0,270.0,0.106466,0.087086,,1.8180610000000001,1.902291,,0.0776,0.0738,0.06384,0.1558,0.05072,1.0,1.0,1.0,1.0,1.5,,,,,,,,,,,,,,,39791.0,5996.0,0.869045799025924,0.13095420097407598,764.0,172.0,0.8162393162393159,0.8162393162393159,0.098367,1.0,11.400001000000001,9.85303,NON-WMT Drug; Margin -VE; Raising to MAC Prices
50,50,10772,271418,21411,1,blink,False,Last Started Date : 2019-12-20,102,-685.1224,102,651.9776,77,10772.0,estradiol,Estrace,0.5 MG,TABLET,30.0,81.0,30.0,90.0,0.2431,0.1917,0.139,1.1078,1.2,3.2798,0.18665770609319002,0.17445,0.15463465553235903,0.34022598870056503,0.12183503243744198,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.4,9.49,8.02,16.06,8.02,16.06,2019-12-24,1336.0,920.0,0.5921985815602839,0.407801418439716,46.0,39.0,0.5411764705882349,0.5411764705882349,0.2431,1.1078,8.4008,8.4008,No Change
51,51,10772,271418,21411,3,delivery,False,Last Started Date : 2019-12-20,92,-330.06699999999995,92,556.373,68,10772.0,estradiol,Estrace,0.5 MG,TABLET,30.0,81.0,30.0,90.0,0.2431,0.1917,0.139,1.1078,1.2,3.2798,0.18665770609319002,0.17445,0.15463465553235903,0.34022598870056503,0.12183503243744198,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.4,9.49,8.02,16.06,8.02,16.06,2019-12-24,1336.0,920.0,0.5921985815602839,0.407801418439716,46.0,39.0,0.5411764705882349,0.5411764705882349,0.139,3.2798,7.4498,7.4498,No Change
52,52,16517,174219,46048,2,supersaver,True,,29,-1029.9528,29,207.8272,18,16517.0,amitriptyline hcl,Elavil,75 MG,TABLET,30.0,93.0,30.0,90.0,0.9459040000000001,0.115897,0.691667,2.165892,0.272976,2.95,0.68233,0.65392,0.56803,0.10332999999999999,0.46413000000000004,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,340.0,89.0,0.792540792540793,0.20745920745920698,10.0,4.0,0.7142857142857142,0.7142857142857142,0.1,1.0,3.749886,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
53,53,64316,290971,17871,1,blink,False,Last Started Date : 2019-12-20,305,-393.95822000000004,305,3242.59178,204,64316.0,lamotrigine,Lamictal,100 MG,TABLET,30.0,28.0,30.0,90.0,0.1337,0.1061,0.0983,3.8399,3.9105,5.9498,0.09079,0.08503,0.07296,0.27,0.05464,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,7.88,14.95,9.0,24.0,9.0,24.0,2019-12-24,10468.0,1590.0,0.8681373362083259,0.131862663791674,178.0,45.0,0.7982062780269059,0.7982062780269059,0.1337,3.8399,7.8509,7.8509,No Change
54,54,782,187428,21415,1,blink,True,,359,-664.3589,359,6262.5811,215,782.0,gabapentin,Neurontin,400 MG,CAPSULE,90.0,5.0,90.0,270.0,0.120251,0.114971,,1.737407,1.982505,,0.09539,0.0915,0.07952000000000001,0.20027999999999999,0.06519,1.0,1.0,1.0,1.0,1.5,,,,,,90.0,270.0,15.28,29.03,22.25,36.09,22.25,36.09,2019-12-24,7820.0,794.0,0.9078244717901089,0.0921755282098909,144.0,24.0,0.857142857142857,0.857142857142857,0.120251,1.737407,12.559997,12.559997,No Change
55,55,7071,266145,2536,2,supersaver,True,,233,-1187.5004,233,1923.4096,196,7071.0,allopurinol,Zyloprim,300 MG,TABLET,30.0,97.0,30.0,90.0,0.44942200000000004,0.09909,0.17166700000000001,3.349244,0.7670859999999999,2.65,0.15972,0.1528,0.1326,0.3307,0.10765,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,4.0,10.0,8.26,16.34,8.26,16.34,2019-12-24,2009.0,2275.0,0.46895424836601296,0.531045751633987,66.0,99.0,0.4,0.4,0.15972,1.0,3.739786,5.7916,NON-WMT Drug; Margin -VE; Raising to MAC Prices
56,56,13943,265723,3728,2,supersaver,True,,100,-498.39132,100,739.79868,73,13943.0,hydroxyzine hcl,Atarax,25 MG,TABLET,30.0,107.0,60.0,90.0,0.166328,0.077934,,2.574147,1.230292,,0.1393,0.13065,0.11219000000000001,0.25958000000000003,0.0845,1.0,1.0,1.0,1.0,1.5,,,,,,60.0,90.0,7.78,10.72,7.78,10.74,7.78,10.74,2019-12-24,3964.0,294.0,0.930953499295444,0.0690465007045561,80.0,5.0,0.941176470588235,0.941176470588235,0.1393,1.0,3.568312,5.179,NON-WMT Drug; Margin -VE; Raising to MAC Prices
57,57,10771,261937,3205,3,delivery,False,Last Started Date : 2019-12-20,90,-403.20099999999996,90,726.6389999999999,52,10771.0,estradiol,Estrace,2 MG,TABLET,90.0,81.0,30.0,90.0,0.2047,0.1622,0.0979,1.9047,1.85,1.1395,0.15342,0.14649,0.127,0.31461999999999996,0.10240999999999999,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,3.99,9.99,8.25,20.0,8.25,20.0,2019-12-24,1243.0,500.0,0.7131382673551351,0.286861732644865,54.0,24.0,0.6923076923076921,0.6923076923076921,0.0979,1.1395,9.9505,9.9505,No Change
58,58,10810,155744,13318,3,delivery,True,,987,-3775.22,987,0.0,589,10810.0,metformin hcl,Glucophage,500 MG,TABLET,60.0,8.0,60.0,180.0,0.026585,0.026585,0.0,2.404905,2.404905,0.0,0.037239999999999995,0.0339,0.028630000000000003,0.05167000000000001,0.0189,1.0,1.0,1.0,1.0,1.5,60.0,180.0,4.0,10.0,1.0,60.0,180.0,4.0,8.62,4.0,8.62,4.0,8.62,2019-12-24,20392.0,11932.0,0.630862517015221,0.36913748298477894,470.0,314.0,0.599489795918367,0.599489795918367,0.05,1.0,0.0,4.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
59,59,10810,155744,13318,1,blink,True,,838,-602.25707,838,4999.64293,641,10810.0,metformin hcl,Glucophage,500 MG,TABLET,60.0,8.0,60.0,180.0,0.026585,0.026585,0.0,2.404905,2.404905,0.0,0.037239999999999995,0.0339,0.028630000000000003,0.05167000000000001,0.0189,1.0,1.0,1.0,1.0,1.5,60.0,180.0,4.0,10.0,1.0,60.0,180.0,4.0,8.62,4.0,8.62,4.0,8.62,2019-12-24,20392.0,11932.0,0.630862517015221,0.36913748298477894,470.0,314.0,0.599489795918367,0.599489795918367,0.05,1.0,4.000005,4.0,WMT 4/10|9/24 Drug; Dropping to WMT Prices
60,60,16818,244490,46405,1,blink,True,,359,-578.48718,359,5140.89282,243,16818.0,venlafaxine hcl,Effexor XR,150 MG,CAP ER 24H,30.0,16.0,30.0,90.0,0.25,0.25,,1.4,1.4,,0.34036,0.32538,0.28228000000000003,0.70236,0.22863000000000003,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,24.6,9.0,24.6,9.0,24.6,2019-12-24,19740.0,4305.0,0.8209606986899559,0.17903930131004397,295.0,122.0,0.7074340527577941,0.7074340527577941,0.25,1.5,8.9,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
61,61,16818,193691,46405,1,blink,True,,547,-1076.3,547,8752.55,377,16818.0,venlafaxine hcl,Effexor XR,150 MG,CAP ER 24H,30.0,16.0,30.0,90.0,0.25,0.25,,1.4,1.4,,0.34036,0.32538,0.28228000000000003,0.70236,0.22863000000000003,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,24.6,9.0,24.6,9.0,24.6,2019-12-24,19740.0,4305.0,0.8209606986899559,0.17903930131004397,295.0,122.0,0.7074340527577941,0.7074340527577941,0.25,1.5,8.9,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
62,62,16818,193691,46405,2,supersaver,True,,129,-476.39,129,2036.35,91,16818.0,venlafaxine hcl,Effexor XR,150 MG,CAP ER 24H,30.0,16.0,30.0,90.0,0.25,0.25,,1.4,1.4,,0.34036,0.32538,0.28228000000000003,0.70236,0.22863000000000003,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,9.0,24.6,9.0,24.6,9.0,24.6,2019-12-24,19740.0,4305.0,0.8209606986899559,0.17903930131004397,295.0,122.0,0.7074340527577941,0.7074340527577941,0.25,1.5,8.9,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
63,63,13844,299225,48400,2,supersaver,True,,42,-509.49022,42,918.1697800000001,29,13844.0,valsartan,Diovan,160 MG,TABLET,30.0,71.0,30.0,90.0,0.507827,0.295071,0.515,4.427299,2.604288,2.95,0.49098,0.47045,0.40862,1.02501,0.33366,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,17.88,36.84,24.52,48.61,24.52,48.61,2019-12-24,3224.0,1149.0,0.7372513148868051,0.262748685113195,40.0,16.0,0.7142857142857142,0.7142857142857142,0.49098,1.0,11.456418000000001,15.7294,NON-WMT Drug; Margin -VE; Raising to MAC Prices
64,64,4348,259872,33530,1,blink,True,,682,-585.2629400000001,682,9276.73706,546,4348.0,omeprazole,Prilosec,20 MG,CAPSULE DR,30.0,17.0,30.0,90.0,0.153781,0.082486,0.091667,2.3225599999999997,1.265416,2.25,0.0934,0.08601,0.07312,0.15655,0.050960000000000005,1.0,1.0,1.0,1.0,1.5,30.0,90.0,9.0,24.0,1.0,30.0,90.0,3.98,10.37,15.0,37.4,15.0,37.4,2019-12-24,14465.0,10759.0,0.573461782429432,0.42653821757056803,311.0,302.0,0.507340946166395,0.507340946166395,0.25,1.5,6.93599,9.0,WMT 4/10|9/24 Drug; Raising to WMT Prices
65,65,14854,218840,40923,2,supersaver,True,,105,-333.36859,105,933.61141,90,14854.0,losartan/hydrochlorothiazide,Hyzaar,100MG-25MG,TABLET,30.0,34.0,30.0,90.0,0.277357,0.112251,,3.3202019999999997,1.382478,,0.15061,0.14226,0.12262,0.29175,0.09497,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,8.59,17.81,15.61,23.32,15.61,23.32,2019-12-24,8432.0,4335.0,0.6604527296937421,0.339547270306258,35.0,33.0,0.514705882352941,0.514705882352941,0.15061,1.0,4.750008,5.5183,NON-WMT Drug; Margin -VE; Raising to MAC Prices
66,66,64325,229897,22551,1,blink,False,Last Started Date : 2019-12-20,169,-322.0778,169,1339.1822,106,64325.0,lamotrigine,Lamictal,200 MG,TABLET,30.0,28.0,30.0,90.0,0.1651,0.1259,0.1386,3.9974,4.3245,4.742,0.12786,0.1206,0.10387,0.27,0.08,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,9.0,17.39,9.0,24.0,9.0,24.0,2019-12-24,10890.0,1759.0,0.860937623527552,0.139062376472448,188.0,39.0,0.8281938325991189,0.8281938325991189,0.1651,3.9974,8.9504,8.9504,No Change
67,67,64325,163790,22551,1,blink,False,Last Started Date : 2019-12-20,306,-664.1281,306,2627.2419,195,64325.0,lamotrigine,Lamictal,200 MG,TABLET,30.0,28.0,30.0,90.0,0.1651,0.1259,0.1386,3.9974,4.3245,4.742,0.12786,0.1206,0.10387,0.27,0.08,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,9.0,17.39,9.0,24.0,9.0,24.0,2019-12-24,10890.0,1759.0,0.860937623527552,0.139062376472448,188.0,39.0,0.8281938325991189,0.8281938325991189,0.1651,3.9974,8.9504,8.9504,No Change
68,68,13838,247725,48399,1,blink,True,,84,-765.4119099999999,84,2915.11809,48,13838.0,valsartan,Diovan,320 MG,TABLET,30.0,71.0,30.0,90.0,0.675197,0.429997,0.643333,4.425614,2.848549,3.0,0.80047,0.76794,0.66742,1.6813799999999999,0.54732,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,20.87,45.81,30.27,66.37,30.27,66.37,2019-12-24,2909.0,968.0,0.7503224142378131,0.249677585762187,31.0,10.0,0.75609756097561,0.75609756097561,1.0390195,1.0,24.681524,32.170585,NON-WMT Drug; Margin -VE; Raising to MAC Prices
69,69,26328,157529,6655,2,supersaver,False,Last Started Date : 2019-12-12,83,-2646.12091,83,790.83909,60,26328.0,levothyroxine sodium,Synthroid,175 MCG,TABLET,30.0,29.0,30.0,90.0,0.7687609999999999,0.467,0.755,1.593258,0.64985,3.15,0.7587,0.7247899999999999,0.62853,0.10332999999999999,0.50773,1.0,1.0,1.0,1.0,1.5,30.0,90.0,4.0,10.0,1.0,30.0,90.0,4.0,10.0,4.0,10.0,4.0,10.0,2019-12-24,758.0,481.0,0.611783696529459,0.38821630347054104,23.0,16.0,0.58974358974359,0.58974358974359,0.467,0.64985,14.659850000000002,14.659850000000002,No Change
70,70,16514,170878,46045,2,supersaver,True,,20,-1137.11398,20,489.47602,15,16514.0,amitriptyline hcl,Elavil,150 MG,TABLET,30.0,93.0,30.0,90.0,2.1191419999999996,0.5670000000000001,1.495,1.693441,5.33,3.05,1.6059999999999999,1.5385799999999998,1.33622,3.3497,1.09039,1.0,1.0,1.0,1.0,1.5,,,,,,30.0,90.0,23.72,57.56,23.72,57.56,23.72,57.56,2019-12-24,160.0,49.0,0.76555023923445,0.23444976076555,3.0,1.0,0.75,0.75,1.6059999999999999,1.0,22.340000000000003,49.17999999999999,NON-WMT Drug; Margin -VE; Raising to MAC Prices
71,71,20876,553594,53407,1,blink,True,,44,-855.42214,44,8365.92786,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
72,72,31164,569730,68390,1,blink,False,Last Started Date : 2019-12-09,55,-5814.63738,55,7752.9726200000005,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Change
73,73,30819,568102,68119,1,blink,True,,30,-727.3747400000001,30,14335.30526,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-WMT Drug; Margin -VE; Raising to MAC Prices
74,74,28491,287329,21796,2,supersaver,True,,41,-657.04727,41,2060.1527300000002,21,28491.0,tacrolimus,Prograf,1 MG,CAPSULE,120.0,188.0,120.0,180.0,0.488092,0.298652,0.322917,4.427556,2.740105,2.95,0.47936000000000006,0.46038,0.40035,1.01245,0.32957,1.0,1.0,1.0,1.0,1.5,,,,,,120.0,180.0,45.88,64.62,67.74,90.61,67.74,90.61,2019-12-24,1479.0,159.0,0.9029304029304029,0.0970695970695971,74.0,8.0,0.902439024390244,0.902439024390244,0.47936000000000006,1.0,38.578345,58.52320000000001,NON-WMT Drug; Margin -VE; Raising to MAC Prices
